Nro;ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCA;AMIE;INSTITUCIO;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;DOTACIÓN;TIPO_DE_PR;Longitud;Latitud
1278;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;09H01008;UNIDAD EDUCATIVA FISCAL SARAH FLOR JIMENEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,91225726;-2,078725848
1279;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;09H02713;ESCUELA DE EDUCACION BASICA FISCAL EFREN AVILES PINO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,98250518;-2,040044417
1280;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;09H02719;Unidad Educativa Fiscal “Alfredo Portaluppi Velásquez”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,93146635;-2,069716853
1281;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;09H02764;UNIDAD EDUCATIVA FISCAL MODESTO WOLF PASAGUAY;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,95115623;-2,024805631
1282;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;09H02770;CENTRO DE EDUCACION INICIAL CESAR ANDRADE CORDERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,91324381;-2,092797803
1283;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;09H02782;ESCUELA DE EDUCACION BASICA FISCAL ISIDRO AYORA CUEVA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,9340259;-2,070672085
1284;Zona 8;09D08;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01511;ESCUELA DE EDUCACION BASICA FISCAL MARITZA THALIA ALBAN QUIÑONEZ DE ARROBO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,95794956;-2,102498795
1285;Zona 8;09D08;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01775;ESCUELA DE EDUCACION BASICA FISCAL DRA. GUADALUPE LARRIVA GONZALEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,95779353;-2,108904485
1286;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H00422;ESCUELA DE EDUCACION BASICA MARIA SOLIS DE SALAZAR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,81041768;-2,215295265
1287;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03459;ESCUELA DE EDUCACION BASICA BRONISLAW WIERDAK FERAUD;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,82528653;-2,156366751
1288;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03551;ESCUELA DE EDUCACION BASICA LIBERTADOR SIMON BOLIVAR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,81368793;-2,173029524
1289;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03697;ESCUELA DE EDUCACION BASICA ABDON CALDERON MUÑOZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,82480083;-2,169093798
1290;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03730;ESCUELA DE EDUCACION BASICA SANTIAGO REWOOD;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,81959611;-2,171820849
1291;Zona 9;17D01;PICHINCHA;QUITO;NANEGAL;Ordinario;17H01843;"UNIDAD EDUCATIVA ""NANEGAL""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-78,67538687;0,135027761
1292;Zona 9;17D01;PICHINCHA;QUITO;NANEGAL;Ordinario;17H01848;"UNIDAD EDUCATIVA FISCAL ""TENIENTE HUGO ORTÍZ""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,671861;0,172028025
1293;Zona 9;17D01;PICHINCHA;QUITO;NANEGALITO;Ordinario;17H01851;UNIDAD EDUCATIVA FISCAL SAN FRANCISCO DE QUITO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,695028;0,070305996
1294;Zona 9;17D01;PICHINCHA;QUITO;PACTO;Ordinario;17H01877;"UNIDAD EDUCATIVA ""24 DE JULIO""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-78,76550001;0,141361018
1295;Zona 9;17D01;PICHINCHA;QUITO;PACTO;Ordinario;17H01878;"ESCUELA DE EDUCACIÓN BÁSICA FISCAL ""PEDRO FRANCO DÁVILA""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,91722196;0,203472018
1296;Zona 9;17D02;PICHINCHA;QUITO;LLANO CHICO;Ordinario;17H01827;DR. CARLOS JUAN FINLAY;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial;2028;ML_Mo;FISCAL;-78,43991579;-0,132066512
1297;Zona 9;17D02;PICHINCHA;QUITO;CALDERON (CARAPUNGO);Ordinario;17H01650;ANTIOQUIA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial;2028;ML_Mo_JE;FISCAL;-78,42159566;-0,094674017
1298;Zona 9;17D03;PICHINCHA;QUITO;SAN ANTONIO;Ordinario;17H02038;CLEMENTE VALLEJO LARREA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,44191559;-0,006064657
1299;Zona 9;17D03;PICHINCHA;QUITO;SAN JOSE DE MINAS;Ordinario;17H02069;CUMANA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,41284383;0,169056342
1300;Zona 9;17D03;PICHINCHA;QUITO;EL CONDADO;Ordinario;17H00183;PISULI;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,5148408;-0,089185318
1301;Zona 9;17D03;PICHINCHA;QUITO;EL CONDADO;Ordinario;17H00204;ESCUELA DE EDUCACION BASICA  FISCAL LUIS GABRIEL TUFIÑO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,49831169;-0,092826759
1302;Zona 9;17D03;PICHINCHA;QUITO;EL CONDADO;Ordinario;17H00210;MANUEL ABAD;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,50948104;-0,08535254
1303;Zona 9;17D03;PICHINCHA;QUITO;COMITE DEL PUEBLO;Ordinario;17H01097;TOMAS ABEL RIVADENEIRA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,46707471;-0,122190328
1304;Zona 9;17D03;PICHINCHA;QUITO;CARCELEN;Ordinario;17H00127;ATANASIO VITERI;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,46082069;-0,074873863
1305;Zona 9;17D03;PICHINCHA;QUITO;CARCELEN;Ordinario;17H00960;CARLOTA JARAMILLO DE ARAUJO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,47380202;-0,086950004
1306;Zona 9;17D03;PICHINCHA;QUITO;CARCELEN;Ordinario;17H00966;MARIA ANGELICA CARRILLO DE MATA MARTINEZ;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,47096476;-0,090140382
1307;Zona 9;17D04;PICHINCHA;QUITO;ITCHIMBIA;Ordinario;17H00662;SANTIAGO DE GUAYAQUIL;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-78,50160928;-0,221835719
1308;Zona 9;17D04;PICHINCHA;QUITO;ITCHIMBIA;Ordinario;17H00664;ODILO AGUILAR;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,48367859;-0,219480923
1309;Zona 9;17D04;PICHINCHA;QUITO;PUENGASI;Ordinario;17H01698;UNIDAD EDUCATIVA LUCILA SANTOS DE AROSEMENA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,48380538;-0,2467097
1310;Zona 9;17D04;PICHINCHA;QUITO;CENTRO HISTORICO;Ordinario;17H00794;GENERAL ARTIGAS;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,52008697;-0,219416456
1311;Zona 9;17D05;PICHINCHA;QUITO;BELISARIO QUEVEDO;Ordinario;17H00875;ESCUELA DE EDUCACIÓN BÁSICA REPUBLICA DE VENEZUELA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,51152274;-0,198294058
1312;Zona 9;17D05;PICHINCHA;QUITO;KENNEDY;Ordinario;17H01080;INSTITUCION EDUCATIVA MANUEL ADRIAN NAVARRO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,4805392;-0,146351537
1313;Zona 9;17D05;PICHINCHA;QUITO;LA CONCEPCION;Ordinario;17H01350;UNIDAD EDUCATIVA FISCAL ROSARIO GONZÁLEZ DE MURILLO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,49706804;-0,144753565
1314;Zona 9;17D05;PICHINCHA;QUITO;NAYON;Ordinario;17H01864;CENTRO DE EDUCACION INICIAL JUAN ENRIQUE PESTALOZZI;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente menor;Rural;Educación Inicial;2028;ML_Mo_JE;FISCAL;-78,43963477;-0,156279876
1315;Zona 9;17D05;PICHINCHA;QUITO;NAYON;Ordinario;17H01866;ESCUELA DE EDUCACIÓN BÁSICA MARIA DUCHICELA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,43806956;-0,179959791
1316;Zona 9;17D05;PICHINCHA;QUITO;NAYON;Ordinario;17H01867;ESCUELA DE EDUCACIÓN BÁSICA JOSE MARIA URBINA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,42319451;-0,172745274
1317;Zona 9;17D05;PICHINCHA;QUITO;ZAMBIZA;Ordinario;17H02147;UNIDAD EDUCATIVA FISCAL PEDRO LUIS CALERO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-78,44185313;-0,149058597
1318;Zona 9;17D05;PICHINCHA;QUITO;JIPIJAPA;Ordinario;17H04490;UNIDAD EDUCATIVA  JUAN LARREA HOLGUíN;FISCAL;Intercultural;PRESENCIAL;SIERRA;#N/A;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,47081422;-0,161697707
1319;Zona 9;17D06;PICHINCHA;QUITO;LLOA;Ordinario;17H01836;PICHINCHA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-78,58385862;-0,248192824
1320;Zona 9;17D06;PICHINCHA;QUITO;SAN BARTOLO;Ordinario;17H00625;POLICIA NACIONAL;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,53222886;-0,252654387
1321;Zona 9;17D06;PICHINCHA;QUITO;LA ARGELIA;Ordinario;17H01241;CAPITAN ALFONSO ARROYO AGUIRRE;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,5243581;-0,281007629
1322;Zona 9;17D06;PICHINCHA;QUITO;LA ARGELIA;Ordinario;17H01268;NICOLAS GUILLEN;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,52827394;-0,290672066
1323;Zona 9;17D06;PICHINCHA;QUITO;LA FERROVIARIA;Ordinario;17H00988;OTTO AROSEMENA GOMEZ;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,51696546;-0,253383597
1324;Zona 9;17D06;PICHINCHA;QUITO;SOLANDA;Ordinario;17H00938;PLINIO ROBALINO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,54163256;-0,281544601
1325;Zona 9;17D07;PICHINCHA;QUITO;LA ECUATORIANA;Ordinario;17H00451;ESCUELA DE EDUCACIÓN BÁSICA ERNESTO CHE GUEVARA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Inicial y EGB;2028;ML_Mo_JE;FISCAL;-78,57716857;-0,328320756
1326;Zona 9;17D07;PICHINCHA;QUITO;LA ECUATORIANA;Ordinario;17H00444;ANTONIO NARIÑO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,5712405;-0,298327476
1327;Zona 9;17D07;PICHINCHA;QUITO;QUITUMBE;Ordinario;17H01239;AURELIO BAYAS;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,53155551;-0,29625772
1328;Zona 9;17D07;PICHINCHA;QUITO;QUITUMBE;Ordinario;17H01377;JORGE MANTILLA ORTEGA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-78,53475275;-0,292181902
1329;Zona 9;17D08;PICHINCHA;QUITO;AMAGUAÑA;Ordinario;17H01481;ESCUELA DE EDUCACIÓN BÁSICA FISCAL DR LUIS EGUIGUREN;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,49451635;-0,379865471
1330;Zona 9;17D08;PICHINCHA;QUITO;AMAGUAÑA;Ordinario;17H01482;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA FISCAL AMAGUAÑA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial;2028;ML_Mo_JE;FISCAL;-78,50735679;-0,374888892
1331;Zona 9;17D08;PICHINCHA;QUITO;AMAGUAÑA;Ordinario;17H01485;UNIDAD EDUCATIVA BENJAMÍN CARRIÓN;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,51063077;-0,385844753
1332;Zona 9;17D08;PICHINCHA;QUITO;AMAGUAÑA;Ordinario;17H01495;ESCUELA DE EDUCACIÓN BÁSICA BARTOLOMÉ DE LAS CASAS;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,48510917;-0,372767467
1333;Zona 9;17D08;PICHINCHA;QUITO;CONOCOTO;Ordinario;17H01699;INSTITUCIÓN EDUCATIVA FISCAL GENERAL MARCO AURELIO SUBIA MARTINEZ;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,47580437;-0,278086774
1334;Zona 9;17D08;PICHINCHA;QUITO;CONOCOTO;Ordinario;17H01714;JOSE MARIA VARGAS;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,48496797;-0,266840554
1335;Zona 9;17D08;PICHINCHA;QUITO;CONOCOTO;Ordinario;17H01729;JOAQUINA GANGOTENA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,49090015;-0,302720145
1336;Zona 9;17D08;PICHINCHA;QUITO;GUANGOPOLO;Ordinario;17H01794;JOSE MARIA VELASCO IBARRA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,45098361;-0,261893806
1337;Zona 9;17D08;PICHINCHA;QUITO;PINTAG;Ordinario;17H01937;GABRIEL NOROÑA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,37402606;-0,374063354
1338;Zona 9;17D08;PICHINCHA;QUITO;PINTAG;Ordinario;17H01948;MIGUEL ANGEL LEON;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,3524998;-0,337517867
1339;Zona 9;17D08;PICHINCHA;QUITO;ALANGASI;Ordinario;17H01453;ESCUELA DE EDUCACIÓN BÁSICA SIMON BOLIVAR;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,42602723;-0,294507252
1340;Zona 9;17D09;PICHINCHA;QUITO;CHECA (CHILPA);Ordinario;17H01758;TRES DE DICIEMBRE;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,3134264;-0,126350526
1341;Zona 9;17D09;PICHINCHA;QUITO;EL QUINCHE;Ordinario;17H01764;ROSA MARIA LOPEZ BACA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,31413783;-0,101995056
1342;Zona 9;17D09;PICHINCHA;QUITO;EL QUINCHE;Ordinario;17H01780;ESCUELA DE EDUCACIÓN BÁSICA BELLO HORIZONTE;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,3426816;-0,075447742
1343;Zona 9;17D09;PICHINCHA;QUITO;EL QUINCHE;Ordinario;17H01782;AZUAY;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,29892585;-0,125677096
1344;Zona 9;17D09;PICHINCHA;QUITO;EL QUINCHE;Ordinario;17H01783;27 DE FEBRERO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,31063501;-0,078561
1345;Zona 9;17D09;PICHINCHA;QUITO;PIFO;Ordinario;17H01907;ESCUELA DE EDUCACIÓN BÁSICA PIFO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,33502482;-0,245963579
1346;Zona 9;17D09;PICHINCHA;QUITO;PIFO;Ordinario;17H01908;ESCUELA DE EDUCACIÓN BÁSICA MANABI;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,33796259;-0,225491197
1347;Zona 9;17D09;PICHINCHA;QUITO;PIFO;Ordinario;17H01922;RICARDO RODRIGUEZ;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,33668862;-0,22424135
1348;Zona 9;17D09;PICHINCHA;QUITO;PIFO;Ordinario;17H02090;ESCUELA DE EDUCACIÓN BÁSICA ENRIQUE PONCE GANGOTENA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,34858454;-0,268587316
1349;Zona 9;17D09;PICHINCHA;QUITO;PUEMBO;Ordinario;17H02018;CLEOTILDE GUILLEN DE REZZANO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial;2028;ML_Mo_JE;FISCAL;-78,35796426;-0,175718669
1350;Zona 9;17D09;PICHINCHA;QUITO;PUEMBO;Ordinario;17H02022;JOAQUIN SANCHEZ DE ORELLANA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,35961255;-0,176430347
1351;Zona 9;17D09;PICHINCHA;QUITO;PUEMBO;Ordinario;17H02760;JOSE RAFAEL BUSTAMANTE;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,36263974;-0,204268867
1352;Zona 9;17D09;PICHINCHA;QUITO;TABABELA;Ordinario;17H02079;DOCTOR ARTURO FREIRE;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-78,34287213;-0,184225248
1353;Zona 9;17D09;PICHINCHA;QUITO;TABABELA;Ordinario;17H02083;JORGE ICAZA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,3315656;-0,195745102
1354;Zona 9;17D09;PICHINCHA;QUITO;TUMBACO;Ordinario;17H02097;ESCUELA DE EDUCACIÓN BÁSICA AURELIO CHIRIBOGA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,39712459;-0,224465687
1355;Zona 9;17D09;PICHINCHA;QUITO;TUMBACO;Ordinario;17H02100;CABO MINACHO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-78,37603807;-0,263514062
1356;Zona 9;17D09;PICHINCHA;QUITO;TUMBACO;Ordinario;17H02102;ESCUELA DE EDUCACIÓN BÁSICA MARIANO COYAGO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,39682992;-0,193008001
1357;Zona 9;17D09;PICHINCHA;QUITO;TUMBACO;Ordinario;17H02696;CENTRO DE EDUCACIÓN INICIAL GOTITAS DE TERNURA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente menor;Rural;Educación Inicial;2028;ML_Mo_JE;FISCAL;-78,40873168;-0,229266941
1358;Zona 9;17D09;PICHINCHA;QUITO;YARUQUI;Ordinario;17H02128;ESCUELA DE EDUCACIÓN BÁSICA LUIS GODÍN;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,31841328;-0,162590776
1359;Zona 9;17D09;PICHINCHA;QUITO;YARUQUI;Ordinario;17H02142;ESCUELA DE EDUCACIÓN BÁSICA JESÚS ORDOÑEZ GRIJALVA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,34610269;-0,124284312
1360;Zona 9;17D09;PICHINCHA;QUITO;CUMBAYA;Ordinario;17H01741;CARMEN AMELIA HIDALGO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,42765441;-0,201807192
1361;Zona 9;17D09;PICHINCHA;QUITO;CUMBAYA;Ordinario;17H01742;FRAY JODOCO RICKE;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,44814329;-0,232229589
