Nro;ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCA;AMIE;INSTITUCIO;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;DOTACIÓN;TIPO_DE_PR;Longitud;Latitud
1199;Zona 5;09D13;GUAYAS;BALZAR;BALZAR;Ordinario;09H02967;ESCUELA DE EDUCACIÓN BÁSICA DIECINUEVE DE MAYO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,90593269;-1,373371845
1200;Zona 5;09D13;GUAYAS;BALZAR;BALZAR;Ordinario;09H03070;ESCUELA DE EDUCACIÓN BÁSICA VICTOR MANUEL RENDON;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,90212531;-1,365925566
1201;Zona 5;09D13;GUAYAS;PALESTINA;PALESTINA;Ordinario;09H04448;ESCUELA DE EDUCACIÓN BÁSICA ROSA BORJA DE ICAZA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,98100586;-1,629410788
1202;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;09H04523;ESCUELA DE EDUCACION BASICA RIO PEDRO CARBO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-80,23976726;-1,819419401
1203;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;09H03972;ESCUELA DE EDUCACION BASICA DAULE PERIPA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,75036602;-0,932610807
1204;Zona 5;09D17;GUAYAS;MILAGRO;MARISCAL SUCRE (HUAQUES);Ordinario;09H04242;ESCUELA DE EDUCACIÓN BÁSICA MIGUEL ANDRADE MANRIQUE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,53562638;-2,053309949
1205;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;09H04175;ESCUELA DE EDUCACIÓN BÁSICA ALFONSO ARAUZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,57852303;-2,202536165
1206;Zona 5;09D19;GUAYAS;DAULE;LAUREL;Ordinario;09H03371;ESCUELA DE EDUCACION BASICA PADRE JUAN DE VELASCO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,90784794;-1,784910988
1207;Zona 5;09D20;GUAYAS;SALITRE;JUNQUILLAL;Ordinario;09H04924;ESCUELA DE EDUCACIÓN BÁSICA OTTO AROSEMENA GÓMEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,86468904;-1,716509997
1208;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;YAGUACHI VIEJO (CONE);Ordinario;09H05028;ESCUELA DE EDUCACIÓN BÁSICA MEDARDO ANGEL SILVA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,68299147;-2,186885744
1209;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;09H05042;ESCUELA DE EDUCACION BASICA VICTOR LAZO ALARCON;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,65676523;-2,246738165
1210;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;09H05831;ESCUELA DE EDUCACION BASICA LIBERTADOR BOLIVAR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,67978941;-2,279012894
1211;Zona 5;12D01;LOS RIOS;BABA;BABA;Ordinario;12H00427;ESCUELA DE EDUCACION BASICA MIGUEL DE CERVANTES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,67709924;-1,783944519
1212;Zona 5;12D01;LOS RIOS;BABAHOYO;PIMOCHA;Ordinario;12H00311;ESCUELA DE EDUCACION BASICA CARLOS DARWIN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,5457244;-1,702057149
1213;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;12H00530;ESCUELA DE EDUCACION BASICA TULCAN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,27871257;-1,704096726
1214;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;12H00544;ESCUELA DE EDUCACION BASICA JUAN LEON MERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,28748538;-1,791316914
1215;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;12H00598;UNIDAD EDUCATIVA “FEDERICO GONZÁLEZ SUÁREZ”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,28773685;-1,791498013
1216;Zona 5;12D03;LOS RIOS;MOCACHE;MOCACHE;Ordinario;12H01897;ESCUELA DE EDUCACIÓN BÁSICA MOCACHE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,50086601;-1,18141464
1217;Zona 5;12D03;LOS RIOS;MOCACHE;MOCACHE;Ordinario;12H01905;ESCUELA DE EDUCACION BASICA MARIA CORDERO LEÓN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,51267112;-1,187071577
1218;Zona 5;12D03;LOS RIOS;MOCACHE;MOCACHE;Ordinario;12H01949;ESCUELA DE EDUCACIÓN BÁSICA ANTONIO PARRA VELASCO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,51794347;-1,084184694
1219;Zona 5;12D04;LOS RIOS;QUINSALOMA;QUINSALOMA;Ordinario;12H01175;ESCUELA DE EDUCACION BASICA VICTOR MANUEL VILLAMARIN GOMEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,30990874;-1,204464255
1220;Zona 5;12D04;LOS RIOS;VENTANAS;VENTANAS;Ordinario;12H01135;ESCUELA DE EDUCACION BASICA 10 DE NOVIEMBRE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,46412652;-1,443073454
1221;Zona 5;12D05;LOS RIOS;VINCES;ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES);Ordinario;12H01419;ESCUELA DE EDUCACION BASICA VICTOR MERCANTE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,80144126;-1,641323438
1222;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;12H01379;ESCUELA EDUCACION BASICA CATORCE DE JUNIO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,75072019;-1,551682581
1223;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;12H01387;ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE VINCES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,75578182;-1,564538673
1224;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;12H01391;Escuela de Educación Básica Guayaquil;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,74981853;-1,556575435
1225;Zona 5;12D06;LOS RIOS;VALENCIA;VALENCIA;Ordinario;12H01774;RENE DESCARTES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,3635645;-0,692712237
1226;Zona 5;12D06;LOS RIOS;VALENCIA;LA NUEVA UNION;Ordinario;12H01809;ELOY ALFARO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,33343643;-0,946117046
1227;Zona 5;12D06;LOS RIOS;VALENCIA;LA NUEVA UNION;Ordinario;12H01851;JUAN SALINAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,32709484;-0,943590863
1228;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;12H01584;13 DE ABRIL;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,49120963;-0,889989485
1229;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;12H01614;REPUBLICA DE ALEMANIA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,47137767;-0,729756779
1230;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;12H01623;UNIDAD EDUCATIVA QUINTILIANO SÁNCHEZ RENDÓN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,49339765;-0,900391151
1231;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;24H00118;ESCUELA DE EDUCACIÓN BÁSICA ROBERTO ALEJANDRO NARVAEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-80,7198466;-2,356376426
1232;Zona 5;24D01;SANTA ELENA;SANTA ELENA;COLONCHE;Ordinario;24H00074;ESCUELA DE EDUCACIÓN BÁSICA LUIS EDUARDO ROSALES SANTOS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-80,67669945;-1,985221324
1233;Zona 5;24D01;SANTA ELENA;SANTA ELENA;SAN JOSE DE ANCON;Ordinario;24H00176;ESCUELA DE EDUCACIÓN ADOLFO JURADO GONZALEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-80,84857913;-2,291260198
1234;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;24H00257;UNIDAD EDUCATIVA JOSÉ PEDRO VARELA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-80,90403036;-2,228637497
1235;Zona 7;07D01;EL ORO;EL GUABO;BARBONES (SUCRE);Ordinario;07H00630;ESCUELA DE EDUCACIÓN BÁSICA LUIS FELIPE BORJA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,82852783;-3,169250361
1236;Zona 7;07D01;EL ORO;EL GUABO;RIO BONITO;Ordinario;07H00672;ESCUELA DE EDUCACION BASICA PROF. TULA PEREZ DE VALENCIA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,77136752;-3,112777191
1237;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;07H00574;UNIDAD EDUCATIVA DR. JOSE MARIA VELASCO IBARRA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;ML_Mo_JE;FISCAL;-79,82580561;-3,242861498
1238;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;07H00586;ESCUELA DE EDUCACIÓN BÁSICA GENERAL MANUEL SERRANO RENDA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,83061115;-3,244917077
1239;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;07H00621;ESCUELA DE EDUCACIÓN BÁSICA LUIS AGUILAR MARIN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,84233335;-3,257944819
1240;Zona 7;07D01;EL ORO;PASAJE;BUENAVISTA;Ordinario;07H00870;ESCUELA DE EDUCACIÓN BÁSICA AURELIO PRIETO MUELAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,84638894;-3,360333752
1241;Zona 7;07D01;EL ORO;PASAJE;PROGRESO;Ordinario;07H00886;ESCUELA DE EDUCACIÓN BÁSICA DR. LUIS POVEDA ORELLANA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,7589723;-3,291472694
1242;Zona 7;07D01;EL ORO;PASAJE;BOLIVAR;Ordinario;07H00774;ESCUELA DE EDUCACION BASICA AMELIA TOBAR SUBIAGA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,80247224;-3,324333368
1243;Zona 7;07D01;EL ORO;PASAJE;BOLIVAR;Ordinario;07H00776;ESCUELA DE EDUCACION BASICA JOHN F. KENNEDY;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,80083342;-3,326750462
1244;Zona 7;07D01;EL ORO;PASAJE;TRES CERRITOS;Ordinario;07H00846;ESCUELA DE EDUCACION BASICA EVA ESPERANZA BATALLAS DE FALQUEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,78552779;-3,328222632
1245;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;07H00815;ESCUELA DE EDUCACION BASICA ROGERIO ZAMORA PALACIOS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,81361113;-3,337444857
1246;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;07H00817;ESCUELA DE EDUCACION BASICA CIUDAD DE PASAJE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,80416671;-3,331889303
1247;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;07H00824;ESCUELA DE EDUCACIÓN BÁSICA ABDON CALDERON GARAICOA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,8141385;-3,327922756
1248;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;07H00853;ESCUELA DE EDUCACION BASICA JUAN MONTALVO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,8061389;-3,33111148
1249;Zona 7;07D05;EL ORO;HUAQUILLAS;UNION LOJANA;Ordinario;07H00733;ESCUELA DE EDUCACIÓN BÁSICA PRESIDENTE JAIME ROLDOS AGUILERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-80,2157766;-3,481092741
1250;Zona 7;11D01;LOJA;LOJA;SAN SEBASTIAN;Ordinario;11H00102;ESCUELA DE EDUCACION BASICA DR EDISON CALLE LOAIZA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,21094609;-4,019090537
1251;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02352;ESCUELA DE EDUCACIÓN BÁSICA FISCAL MERCEDES GONZÁLEZ DE MOSCOSO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,88895556;-2,239658689
1252;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02363;ESCUELA DE EDUCACIÓN BÁSICA FISCAL FRANCISCO FALQUEZ AMPUERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,88857548;-2,219520112
1253;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;09H02816;Unidad Educativa Fiscal Juan León Mera;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-80,1371838;-2,825653496
1254;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;09H02818;Escuela de Educación Básica Fiscal Gabriel García Márquez;FISCAL;Intercultural;PRESENCIAL;COSTA;Unidocente;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,88395272;-2,621993724
1255;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;09H05394;Escuela de Educación Básica Fiscal Puerto de la Cruz;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,85740351;-2,600043244
1256;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;09H05623;Unidad Educativa Fiscal Víctor Naranjo Fiallo;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,88246198;-2,514488463
1257;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02207;ESCUELA  DE EDUCACION BASICA FISCAL PROVINCIA DE EL ORO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,91449632;-2,243156131
1258;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02453;ESCUELA DE EDUCACION BASICA FISCAL LUIS FELIPE HERNANDEZ TELLO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,9204632;-2,238384332
1259;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02526;UNIDAD EDUCATIVA FISCAL JAIME ROLDOS AGUILERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,89751124;-2,257053971
1260;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02617;UNIDAD EDUCATIVA FISCAL LUIS PAUTA RODRIGUEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,92042892;-2,235959553
1261;Zona 8;09D03;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;09H00598;CENTRO DE EDUCACIÓN INICIAL FISCAL ALEJANDRINA ANDRADE VALDEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial;2028;ML_Mo;FISCAL;-79,90946704;-2,203935194
1262;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;09H00188;"UNIDAD EDUCATIVA FISCAL ""CORONEL LUCIANO CORAL""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,92040002;-2,198669459
1263;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;09H00266;ESCUELA DE EDUCACION BASICA FISCAL LEONARDO R AULESTIA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,91871917;-2,19470266
1264;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01032;ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO GARCIA ORTIZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,92393704;-2,117798996
1265;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01206;RITA LECUMBERRI ESCUELA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,91568273;-2,127200414
1266;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01262;ESCUELA DE EDUCACIÓN BASICA FISCAL CORALIA AGUIRRE DE VILLACRES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,93627946;-2,151010427
1267;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01275;ESCUELA DE EDUCACION BASICA FISCAL ROSA ELENA VICUÑA MUÑOZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,92987908;-2,144265053
1268;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01384;UNIDAD EDUCATIVA FISCAL PROF. WASHINGTON YANEZ ALOMOTO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,93750104;-2,136680028
1269;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01465;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL  HEROES DE TARQUI;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,93932502;-2,124346039
1270;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01602;UNIDAD EDUCATIVA FISCAL CARLOS MONTEVERDE ROMERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,90175598;-2,187977011
1271;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01697;MAURA CASTRO DE MARIN DRA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,92617996;-2,126839189
1272;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01717;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL ELIAS RIVERO GONGORA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,92398796;-2,128805973
1273;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01745;UNIDAD EDUCATIVA FISCAL JOSE MARTINEZ QUEIROLO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;ML_Mo_JE;FISCAL;-79,91918303;-2,121134028
1274;Zona 8;09D07;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H00929;ESCUELA DE EDUCACION BASICA FISCAL CACIQUE TOMALA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,93001075;-2,106328512
1275;Zona 8;09D07;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H00984;ESCUELA DE EDUCACION FISCAL LUIS ALBERTO CHIRIBOGA MANRIQUE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,92455827;-2,101786383
1276;Zona 8;09D07;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;09H01038;ESCUELA DE EDUCACION BASICA FISCAL LEOPOLDO IZQUIETA PEREZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,92144047;-2,10038921
1277;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;09H00693;ESCUELA DE EDUCACION BASICA FISCAL CABO II VICENTE ROSERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,92592458;-2,073431552
