Nro_;ZONA;DISTRITO;PROVINCIA;CANTÓN;PARROQUIA;TIPO_EDUCA;INSTITUCI;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;Tipo_de_Pr;AMIE;Longitud;Latitud
716;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;UNIDAD EDUCATIVA ELISA AYALA GONZALEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00117;-80,28587758;-2,307595989
717;Zona 5;12D01;LOS RIOS;BABA;GUARE;Ordinario;UNIDAD EDUCATIVA “FRANCISCO CAMPOS COELLO”;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H00446;-79,73738383;-1,707819005
718;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;ESCUELA DE EDUCACION BASICA JOSE LUIS TAMAYO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00128;-80,71672048;-2,3816261
719;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;ESCUELA DE EDUCACION BASICA DR CARLOS CAMACHO NAVARRO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00129;-80,26993763;-2,33266455
720;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;UNIDAD EDUCATIVA VICENTE ROCAFUERTE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00130;-80,56071545;-2,321549794
721;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;UNIDAD EDUCATIVA EUGENIO ESPEJO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00131;-80,56311581;-2,466671725
722;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;ESCUELA DE EDUCACION BASICA PORTETE DE TARQUI;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00132;-80,61024474;-2,417380626
723;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;ESCUELA DE EDUCACION BASICA ANTONIO JOSE DE SUCRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00133;-80,71443382;-2,364654816
724;Zona 5;24D01;SANTA ELENA;SANTA ELENA;MANGLARALTO;Ordinario;ESCUELA DE EDUCACION BASICA CRISTOBAL COLON;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00135;-80,68748413;-1,937851221
725;Zona 5;24D01;SANTA ELENA;SANTA ELENA;MANGLARALTO;Ordinario;ESCUELA DE EDUCACION BASICA JOSE MARIA CHAVEZ MATA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00147;-80,73454234;-1,880848266
726;Zona 5;24D01;SANTA ELENA;SANTA ELENA;MANGLARALTO;Ordinario;UNIDAD EDUCATIVA CESAREO CARRERA ANDRADE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00148;-80,69568548;-1,940366997
727;Zona 5;24D01;SANTA ELENA;SANTA ELENA;MANGLARALTO;Ordinario;ESCUELA DE EDUCACION BASICA FRANCISCO DE MIRANDA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00149;-80,72324366;-1,940993294
728;Zona 5;24D01;SANTA ELENA;SANTA ELENA;SIMON BOLIVAR (JULIO MORENO);Ordinario;ESCUELA DE EDUCACION BASICA MANUELA  CAÑIZARES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00173;-80,36161772;-2,185975462
729;Zona 5;12D01;LOS RIOS;BABAHOYO;CARACOL;Ordinario;UNIDAD EDUCATIVA GLADYS OJEDA DE VACA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente menor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H00164;-79,44682196;-1,702203567
730;Zona 5;24D01;SANTA ELENA;SANTA ELENA;SAN JOSE DE ANCON;Ordinario;ESCUELA DE EDUCACION BASICA PRESIDENTE VELASCO IBARRA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00177;-80,85879688;-2,28297099
731;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA MAURICIO HERMENEJILDO DOMINGUEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00188;-80,91289696;-2,245311976
732;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA IVAN ABAD GUERRA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00191;-80,8946676;-2,236082667
733;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA FRANCISCO VALDIVIA DIAZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00205;-80,90746636;-2,220820968
734;Zona 5;12D01;LOS RIOS;BABAHOYO;PIMOCHA;Ordinario;UNIDAD EDUCATIVA MARIA LUISA DE SOTOMAYOR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;12H00329;-79,63207147;-1,862040997
735;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA TRECE DE ABRIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00254;-80,89138538;-2,230409858
736;Zona 5;12D01;LOS RIOS;BABAHOYO;FEBRES CORDERO (LAS JUNTAS);Ordinario;ESCUELA DE EDUCACION BASICA ROSA JOSEFINA CHAVEZ SELLAN;Fiscal;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H00200;-79,35244409;-1,992526398
737;Zona 5;24D01;SANTA ELENA;SANTA ELENA;COLONCHE;Ordinario;UNIDAD EDUCATIVA  AYANGUE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00260;-80,75242224;-1,977200629
738;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA JOHN M PENNEY;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00262;-80,89499273;-2,216812237
739;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA GUSTAVO ENRIQUE GALINDO VELASCO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00264;-80,91201583;-2,2412407
740;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA DOMINGO FAUSTINO SARMIENTO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00267;-80,91360872;-2,223553586
741;Zona 5;24D02;SANTA ELENA;SALINAS;CARLOS ESPINOZA LARREA;Ordinario;ESCUELA DE EDUCACION BASICA ABG CESAR GASPAR MONTENEGRO LAINEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00274;-80,95707422;-2,221311801
742;Zona 5;24D02;SANTA ELENA;SALINAS;CARLOS ESPINOZA LARREA;Ordinario;ESCUELA DE EDUCACION BASICA PRESIDENTE ALFARO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00276;-80,96510558;-2,212536253
743;Zona 5;24D02;SANTA ELENA;SALINAS;SANTA ROSA;Ordinario;ESCUELA DE EDUCACION BASICA SANTA ROSA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00283;-80,94860272;-2,211531534
744;Zona 5;24D02;SANTA ELENA;SALINAS;CARLOS ESPINOZA LARREA;Ordinario;ESCUELA DE EDUCACION BASICA MANUELA CAÑIZARES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00299;-80,9498887;-2,213784325
745;Zona 5;24D02;SANTA ELENA;SALINAS;ANCONCITO;Ordinario;ESCUELA DE EDUCACION BASICA GRAL CESAR ROHON SANDOVAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00309;-80,88718709;-2,324472786
746;Zona 5;24D02;SANTA ELENA;SALINAS;ANCONCITO;Ordinario;UNIDAD EDUCATIVA VIRGINIA REYES GONZALEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00313;-80,89026305;-2,324762538
747;Zona 5;24D02;SANTA ELENA;SALINAS;JOSE LUIS TAMAYO (MUEY);Ordinario;ESCUELA DE EDUCACION BASICA PRESIDENTE TAMAYO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00336;-80,93207191;-2,232294123
748;Zona 5;24D02;SANTA ELENA;SALINAS;JOSE LUIS TAMAYO (MUEY);Ordinario;UNIDAD EDUCATIVA SIMON BOLIVAR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00337;-80,93031774;-2,241504058
749;Zona 5;24D02;SANTA ELENA;SALINAS;JOSE LUIS TAMAYO (MUEY);Ordinario;ESCUELA DE EDUCACION BASICA MERCEDES MORENO IRIGOYEN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00340;-80,9309566;-2,234592052
750;Zona 5;24D01;SANTA ELENA;SANTA ELENA;SIMON BOLIVAR (JULIO MORENO);Ordinario;UNIDAD EDUCATVA ING AGR JUAN JOSE CASTELLO ZAMBRANO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00348;-80,21935962;-2,214247955
751;Zona 5;24D01;SANTA ELENA;SANTA ELENA;MANGLARALTO;Ordinario;ESCUELA DE EDUCACION BASICA JULIO REYES GONZALEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00363;-80,72725356;-1,948133926
752;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;ESCUELA DE EDUCACION BASICA SAN AGUSTIN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;24H00374;-80,69374447;-2,401741745
753;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;ESCUELA DE EDUCACION BASICA LUZ DEL SABER;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;24H00389;-80,90947909;-2,250133905
754;Zona 5;24D01;SANTA ELENA;SANTA ELENA;COLONCHE;Ordinario;UNIDAD EDUCATIVA CEREZAL - BELLAVISTA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;24H00413;-80,54990813;-2,005519934
755;Zona 1;08D02;ESMERALDAS;ELOY ALFARO;LA TOLA;Ordinario;UNIDAD EDUCATIVA LA TOLA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;08H00485;-79,08566408;1,175470378
756;Zona 1;08D03;ESMERALDAS;MUISNE;GALERA;Ordinario;ESCUELA DE EDUCACION BASICA  GENERAL VILLAMIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;BANCO MUNDIAL;08H00607;-80,04807232;0,814135515
757;Zona 1;04D02;CARCHI;MONTUFAR;LA PAZ;Ordinario;UNIDAD EDUCATIVA LA PAZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;BANCO MUNDIAL;04H00383;-77,86330342;0,507933058
758;Zona 1;08D04;ESMERALDAS;QUININDE;CUBE;Ordinario;UNIDAD EDUCATIVA   QUITEÑO LIBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;BANCO MUNDIAL;08H00849;-79,53728498;0,466507256
759;Zona 1;08D06;ESMERALDAS;RIOVERDE;ROCAFUERTE;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA COTOPAXI;FISCAL;Intercultural;Presencial;COSTA;Bidocente;Rural;Inicial/EGB;2027;BANCO MUNDIAL;08H01430;-79,38345972;1,00474382
760;Zona 1;21D04;SUCUMBIOS;SHUSHUFINDI;SIETE DE JULIO;Ordinario;LUIS ULPIANO DE LA TORRE;FISCAL;Intercultural;Presencial;SIERRA;Unidocente;Rural;Inicial/EGB;2027;BANCO MUNDIAL;21H00618;-76,73293547;-0,166056264
761;Zona 1;21D01;SUCUMBIOS;SUCUMBIOS;EL PLAYON DE SAN FRANCISCO;Ordinario;UNIDAD EDUCATIVA EL PLAYON;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;BANCO MUNDIAL;21H00653;-77,62718407;0,637999593
762;Zona 1;21D04;SUCUMBIOS;SHUSHUFINDI;SIETE DE JULIO;Ordinario;"UNIDAD EDUCATIVA ""14 DE ABRIL""";FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial y EGB;2027;BANCO MUNDIAL;21H00628;-76,80562292;-0,140820686
763;Zona 2;15D01;NAPO;TENA;PUERTO NAPO;Ordinario;UNIDAD EDUCATIVA ELICIO OLALLA PROAÑO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;15H00004;-77,8055184;-1,029279556
764;Zona 2;17D11;PICHINCHA;RUMIÑAHUI;SAN PEDRO DE TABOADA;Ordinario;SAN RAFAEL;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2027;BANCO MUNDIAL;17H02475;-78,45519165;-0,306729806
765;Zona 5;12D01;LOS RIOS;BABA;GUARE;Ordinario;UNIDAD EDUCATIVA “BENJAMÍN FRANKLIN”;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2027;BANCO MUNDIAL;12H00448;-79,70958746;-1,70034741
766;Zona 2;22D02;ORELLANA;LORETO;SAN JOSE DE PAYAMINO;Ordinario;JUAN PIO MONTUFAR;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;BANCO MUNDIAL;22H00428;-77,24907833;-0,555644077
767;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;CALPI;Ordinario;UNIDAD EDUCATIVA  AUTACHI;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;06H00326;-78,76188809;-1,594552641
768;Zona 3;16D01;PASTAZA;PASTAZA;EL TRIUNFO;Ordinario;UNIDAD EDUCATIVA DOCE DE FEBRERO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;16H00142;-77,78972222;-1,430555557
769;Zona 5;02D04;BOLIVAR;ECHEANDIA;ECHEANDIA;Ordinario;UNIDAD EDUCATIVA  5 DE OCTUBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;02H00493;-79,28162569;-1,443407878
770;Zona 5;09D12;GUAYAS;BALAO;BALAO;Ordinario;ESCUELA DE EDUCACION BASICA JOSE DE LA CUADRA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H02906;-79,82081324;-2,91139583
771;Zona 5;12D02;LOS RIOS;URDANETA;RICAURTE;Ordinario;ESCUELA DE EDUCACION BASICA OCTAVIO GERARDO ICAZA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H01029;-79,39531822;-1,590871776
772;Zona 5;09D12;GUAYAS;NARANJAL;TAURA;Ordinario;ESCUELA DE EDUCACION BASICA ISIDRO AYORA;FISCAL;Intercultural;Presencial;COSTA;Unidocente;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H05095;-79,78150542;-2,541039668
773;Zona 5;12D04;LOS RIOS;VENTANAS;ZAPOTAL;Ordinario;ESCUELA DE EDUCACION BASICA MANUELITA SAENZ  N 38;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H01249;-79,3764144;-1,428035936
774;Zona 5;12D06;LOS RIOS;BUENA FE;PATRICIA PILAR;Ordinario;LOS ANGELES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H01691;-79,42793829;-0,620898685
775;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;VICTOR MIDEROS ALMEIDA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente menor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H03897;-79,61921727;-0,882492931
776;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;11 DE MAYO N 11;FISCAL;Intercultural;Presencial;COSTA;Pluridocente menor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03802;-79,65269699;-1,10095638
777;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA CIUDAD DE EL EMPALME;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03814;-79,63919767;-1,056108504
778;Zona 5;12D01;LOS RIOS;BABA;GUARE;Ordinario;ESCUELA DE EDUCACION BASICA GENERAL VILLAMIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H00457;-79,70370091;-1,671915295
779;Zona 5;09D17;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;ESCUELA DE EDUCACION BASICA HUMBERTO CENTANARO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H05515;-79,57253009;-2,121547152
780;Zona 5;09D20;GUAYAS;SALITRE;BOCANA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA LEONIDAS PLAZA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04851;-79,81955726;-1,831232138
781;Zona 5;12D02;LOS RIOS;URDANETA;RICAURTE;Ordinario;UNIDAD EDUCATIVA ANTONIO JOSE DE SUCRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;12H01058;-79,37050813;-1,541917461
782;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;ESCUELA DE EDUCACION BASICA DR JOSE MARIA VELASCO IBARRA;FISCAL;Intercultural;Presencial;COSTA;Bidocente;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H05040;-79,65399712;-2,235628749
783;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;ESCUELA DE EDUCACION BASICA LOPEZ MORAN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H05046;-79,71509155;-2,287348209
784;Zona 5;12D01;LOS RIOS;BABAHOYO;FEBRES CORDERO (LAS JUNTAS);Ordinario;UNIDAD EDUCATIVA ENEIDA UQUILLAS DE ROJAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;12H00228;-79,46617174;-1,909508489
785;Zona 7;11D01;LOJA;LOJA;GUALEL;Ordinario;ESCUELA DE EDUCACION BASICA ALVAREZ SANCHEZ COLOMBIA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;11H00335;-79,37708334;-3,769138896
786;Zona 8;09D03;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL DAVID MIRANDA FRANCO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H00573;-79,90808922;-2,211353504
787;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS;Ordinario;Unidad Educativa Gustavo Enrique Pico Pincay;Fiscal;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;09H03912;-79,63564481;-0,933397415
788;Zona 1;08D02;ESMERALDAS;ELOY ALFARO;SANTO DOMINGO DE ONZOLE;Ordinario;UNIDAD EDUCATIVA ABDON CALDERON;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;08H00935;-79,19602683;0,557452255
789;Zona 1;08D03;ESMERALDAS;ATACAMES;TONSUPA;Ordinario;ESCUELA  DE EDUCACION BASICA  UNE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;BANCO MUNDIAL;08H01338;-79,81008144;0,885909899
790;Zona 1;08D04;ESMERALDAS;QUININDE;MALIMPIA;Ordinario;UNIDAD EDUCATIVA BATALLA DE PICHINCHA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;08H00921;-79,24581859;0,418611537
791;Zona 6;14D03;MORONA SANTIAGO;LOGROÑO;SHIMPIS;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA  5 DE SEPTIEMBRE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial y EGB;2027;BANCO MUNDIAL;14H00445;-78,16458314;-2,600535322
792;Zona 1;10D02;IMBABURA;OTAVALO;SAN RAFAEL;Ordinario;ESCUELA DE EDUCACION BASICA FLORENCIO O LEARY;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;BANCO MUNDIAL;10H00468;-78,22565436;0,192326759
793;Zona 1;21D01;SUCUMBIOS;CASCALES;SANTA ROSA DE SUCUMBIOS;Ordinario;SARAGURO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;21H00713;-77,13330914;0,177791306
794;Zona 1;21D01;SUCUMBIOS;GONZALO PIZARRO;PUERTO LIBRE;Ordinario;UNIDAD EDUCATIVA PUERTO LIBRE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;21H00399;-77,48731579;0,191331877
795;Zona 6;14D06;MORONA SANTIAGO;SANTIAGO;PATUCA;Ordinario;UNIDAD EDUCATIVA HEROES DEL CENEPA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;BANCO MUNDIAL;14H00298;-78,26138888;-2,758527742
796;Zona 1;21D02;SUCUMBIOS;LAGO AGRIO;GENERAL FARFAN;Ordinario;MARTIN LUTHER KING;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;BANCO MUNDIAL;21H00200;-76,74826171;0,230131348
797;Zona 1;21D04;SUCUMBIOS;SHUSHUFINDI;SIETE DE JULIO;Ordinario;2 DE NOVIEMBRE;FISCAL;Intercultural;Presencial;SIERRA;Bidocente;Rural;Inicial/EGB;2027;BANCO MUNDIAL;21H00622;-76,77847221;-0,224305572
798;Zona 2;22D02;ORELLANA;LORETO;AVILA (CAB. EN HUIRUNO);Ordinario;NUEVA VIDA;FISCAL;Intercultural;Presencial;SIERRA;Bidocente;Rural;Inicial/EGB;2027;BANCO MUNDIAL;22H00379;-77,25042984;-0,715454966
799;Zona 2;17D11;PICHINCHA;MEJIA;CUTUGLAHUA;Ordinario;UNIDAD EDUCATIVA 4 DE NOVIEMBRE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;BANCO MUNDIAL;17H02296;-78,55371076;-0,382802155
800;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;PUNIN;Ordinario;ESCUELA DE EDUCACION BASICA JAVIER SAENZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial/EGB;2027;BANCO MUNDIAL;06H00415;-78,65706556;-1,76584313
801;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;PUNIN;Ordinario;UNIDAD EDUCATIVA BENITO JUAREZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;06H00510;-78,64829638;-1,740259596
802;Zona 3;06D04;CHIMBORAZO;COLTA;CAÑI;Ordinario;UNIDAD EDUCATIVA 28 DE AGOSTO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;06H00741;-78,99201305;-1,77357827
803;Zona 3;06D04;CHIMBORAZO;COLTA;COLUMBE;Ordinario;UNIDAD EDUCATIVA GALAPAGOS;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial/EGB/Bachillerato;2027;BANCO MUNDIAL;06H00759;-78,71845958;-1,865951047
